,Fall,College,Total,Male,Female,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois
2874,2011,Engineering,6,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3,3.0
2875,2011,Engineering,47,28,19,16,9.0,0.0,4.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,12,35.0
2876,2010,Engineering,158,99,59,101,34.0,0.0,7.0,1.0,0.0,5.0,10.0,0.0,1.0,0.0,0.0,132,26.0
2877,2010,Engineering,5,3,2,1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3,2.0
2878,2010,Engineering,37,24,13,11,7.0,1.0,0.0,0.0,0.0,2.0,15.0,1.0,0.0,0.0,0.0,6,31.0
2879,2009,Engineering,6,4,2,3,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4,2.0
2880,2009,Engineering,140,83,57,92,31.0,0.0,4.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,124,16.0
2881,2009,Engineering,32,18,14,10,6.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,7,25.0
2882,2008,Engineering,4,3,1,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.0
2883,2008,Engineering,135,77,58,89,31.0,0.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,120,15.0
2884,2008,Engineering,34,21,13,11,7.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,9,25.0
2885,2007,Engineering,6,2,4,3,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3,3.0
2886,2007,Engineering,107,64,43,65,33.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,98,9.0
2887,2007,Engineering,23,13,10,9,3.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,7,16.0
2888,2006,Engineering,5,2,3,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,2.0
2889,2006,Engineering,80,51,29,51,21.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,72,8.0
2890,2006,Engineering,16,7,9,6,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3,13.0
2891,2005,Engineering,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2.0
2892,2005,Engineering,52,37,15,32,16.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,49,3.0
2893,2005,Engineering,6,2,4,4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,4.0
2894,2004,Engineering,22,18,4,12,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0
2895,2004,Engineering,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
2896,2004,Engineering,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
2897,2009,LAS,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
2898,2007,LAS,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
2899,2005,LAS,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
2900,2004,LAS,14,10,4,4,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11,3.0
2901,2018,ACES,4,3,1,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2.0
2902,2017,ACES,3,3,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0
2903,2016,ACES,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
2904,2016,ACES,3,3,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0
2905,2015,ACES,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
2906,2015,ACES,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
2907,2014,ACES,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
2908,2014,ACES,2,2,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,1.0
2909,2013,ACES,4,1,3,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,4.0
2910,2012,ACES,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
2911,2012,ACES,6,2,4,2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,5.0
2912,2011,ACES,4,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,4.0
2913,2011,ACES,6,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,6.0
2914,2010,ACES,4,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,4.0
2915,2010,ACES,6,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,6.0
2916,2009,ACES,3,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,3.0
2917,2008,ACES,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
2918,2018,Engineering,6,4,2,1,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1,5.0
2919,2017,Engineering,6,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0,6.0
2920,2016,Engineering,5,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0,5.0
2921,2015,Engineering,5,2,3,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,5.0
2922,2014,Engineering,3,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,3.0
2923,2013,Engineering,3,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0
2924,2012,Engineering,2,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
2925,2011,Engineering,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1.0
2926,2010,Engineering,3,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.0
2927,2009,Engineering,4,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3,1.0
2928,2007,Engineering,4,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,3.0
2929,2006,Engineering,4,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,4.0
2930,2018,iSchool,4,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,3.0
2931,2017,iSchool,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
2932,2016,iSchool,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
2933,2015,iSchool,3,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,3.0
2934,2014,iSchool,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,2.0
2935,2013,iSchool,2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,2.0
2936,2012,iSchool,2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
2937,2011,iSchool,3,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0
2938,2010,iSchool,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
2939,2009,iSchool,3,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0
2940,2008,iSchool,6,2,4,3,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4,2.0
2941,2010,LAS,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
2942,2017,Engineering,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
2943,2016,Engineering,16,10,6,1,2.0,0.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,0.0,3.0,3,13.0
2944,2015,Engineering,12,7,5,2,2.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,3,9.0
2945,1980,Applied Health Sciences,19,10,9,17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0
2946,1981,Applied Health Sciences,30,11,19,28,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24,6.0
2947,1982,Applied Health Sciences,30,9,21,27,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,25,5.0
2948,1983,Applied Health Sciences,35,15,20,32,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33,2.0
2949,1984,Applied Health Sciences,59,26,33,53,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58,1.0
2950,1985,Applied Health Sciences,80,30,50,74,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76,4.0
2951,1986,Applied Health Sciences,88,39,49,82,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,83,5.0
2952,1987,Applied Health Sciences,80,32,48,75,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,76,4.0
2953,1988,Applied Health Sciences,94,40,54,83,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,92,2.0
2954,1989,Applied Health Sciences,115,60,55,101,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,4.0
2955,1990,Applied Health Sciences,102,50,52,93,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,96,6.0
2956,1991,Applied Health Sciences,109,62,47,98,4.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,105,4.0
2957,1992,Applied Health Sciences,119,66,53,107,4.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108,11.0
2958,1993,Applied Health Sciences,70,40,30,66,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,8.0
2959,1994,Applied Health Sciences,24,13,11,22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,3.0
2960,1995,Applied Health Sciences,3,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0
2961,1996,Applied Health Sciences,2,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
2962,1997,Applied Health Sciences,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
2963,2018,LAS,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
2964,2018,LAS,3,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0
2965,2018,LAS,16,10,6,11,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3,13.0
2966,2018,LAS,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
2967,2018,LAS,3,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0
2968,2018,LAS,695,265,430,272,221.0,48.0,108.0,0.0,1.0,22.0,21.0,59.0,5.0,3.0,241.0,637,58.0
2969,2017,LAS,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
2970,2017,LAS,14,9,5,9,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3,11.0
2971,2017,LAS,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0
2972,2017,LAS,4,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0
2973,2017,LAS,676,254,422,269,193.0,63.0,90.0,0.0,0.0,29.0,29.0,73.0,0.0,9.0,220.0,612,64.0
2974,2016,LAS,4,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.0
2975,2016,LAS,11,8,3,7,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,9.0
2976,2016,LAS,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
2977,2016,LAS,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
2978,2016,LAS,706,268,438,301,222.0,57.0,82.0,0.0,1.0,20.0,22.0,65.0,4.0,2.0,246.0,652,54.0
2979,2015,LAS,4,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1.0
2980,2015,LAS,8,5,3,6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,6.0
2981,2015,LAS,5,2,3,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0.0
2982,2015,LAS,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
2983,2015,LAS,712,293,419,318,203.0,55.0,85.0,1.0,0.0,13.0,35.0,66.0,3.0,2.0,217.0,631,81.0
2984,2014,LAS,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0
2985,2014,LAS,3,2,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,1.0
2986,2014,LAS,4,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
2987,2014,LAS,13,8,5,10,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,12.0
2988,2014,LAS,6,3,3,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0.0
2989,2014,LAS,680,290,390,287,200.0,52.0,86.0,1.0,1.0,19.0,31.0,61.0,8.0,2.0,214.0,618,62.0
2990,2013,LAS,10,8,2,6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3.0
2991,2013,LAS,7,5,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0
2992,2013,LAS,11,7,4,7,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1,10.0
2993,2013,LAS,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0
2994,2013,LAS,1,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.0
2995,2013,LAS,5,3,2,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5,0.0
2996,2013,LAS,3,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,0.0
2997,2013,LAS,581,258,323,243,170.0,50.0,64.0,0.0,1.0,16.0,32.0,55.0,7.0,0.0,0.0,527,54.0
2998,2012,LAS,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
2999,2012,LAS,4,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0
3000,2012,LAS,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
3001,2012,LAS,12,7,5,9,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0,12.0
3002,2012,LAS,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
3003,2012,LAS,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,2.0
3004,2012,LAS,13,8,5,6,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9,4.0
3005,2012,LAS,9,3,6,6,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,9,0.0
3006,2012,LAS,2,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0.0
3007,2012,LAS,651,280,371,298,189.0,40.0,61.0,0.0,0.0,19.0,37.0,48.0,6.0,0.0,0.0,579,72.0
3008,2011,LAS,2,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0
3009,2011,LAS,14,7,7,11,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,14.0
3010,2011,LAS,5,0,5,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,3.0
3011,2011,LAS,3,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,2.0
3012,2011,LAS,14,9,5,6,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,3.0
3013,2011,LAS,8,4,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.0
3014,2011,LAS,770,324,446,390,203.0,53.0,63.0,1.0,0.0,21.0,32.0,64.0,8.0,0.0,0.0,696,74.0
3015,2010,LAS,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
3016,2010,LAS,15,6,9,11,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0,15.0
3017,2010,LAS,8,2,6,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5,3.0
3018,2010,LAS,7,4,3,2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1,6.0
3019,2010,LAS,21,15,6,13,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,17,4.0
3020,2010,LAS,2,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
3021,2010,LAS,8,3,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0
3022,2010,LAS,721,349,372,382,179.0,42.0,62.0,2.0,1.0,12.0,34.0,49.0,6.0,0.0,0.0,661,60.0
3023,2009,LAS,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
3024,2009,LAS,12,3,9,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,6.0
3025,2009,LAS,10,6,4,3,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3,7.0
3026,2009,LAS,36,21,15,23,4.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25,11.0
3027,2009,LAS,14,6,8,9,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,14.0
3028,2009,LAS,9,5,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0
3029,2009,LAS,2,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0
3030,2009,LAS,727,336,390,366,182.0,62.0,60.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,666,61.0
3031,2008,LAS,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
3032,2008,LAS,12,4,8,9,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6,6.0
3033,2008,LAS,13,8,5,4,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4,9.0
3034,2008,LAS,14,7,7,9,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2,12.0
3035,2008,LAS,34,14,20,27,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19,15.0
3036,2008,LAS,15,8,7,13,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0
3037,2008,LAS,787,347,440,421,192.0,52.0,65.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,715,72.0
3038,2007,LAS,4,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0
3039,2007,LAS,27,7,20,21,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18,9.0
3040,2007,LAS,15,8,7,4,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4,11.0
3041,2007,LAS,13,6,7,8,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,12.0
3042,2007,LAS,30,11,19,23,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11,19.0
3043,2007,LAS,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3044,2007,LAS,2,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
3045,2007,LAS,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3046,2007,LAS,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3047,2007,LAS,26,6,20,21,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1.0
3048,2007,LAS,788,346,439,446,172.0,51.0,60.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,738,50.0
3049,2006,LAS,2,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
3050,2006,LAS,19,10,9,14,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13,6.0
3051,2006,LAS,6,1,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,6.0
3052,2006,LAS,25,11,14,19,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9,16.0
3053,2006,LAS,20,10,10,6,3.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4,16.0
3054,2006,LAS,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3055,2006,LAS,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3056,2006,LAS,3,1,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0
3057,2006,LAS,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3058,2006,LAS,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3059,2006,LAS,19,5,14,16,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1.0
3060,2006,LAS,697,305,390,410,136.0,55.0,54.0,2.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,658,39.0
3061,2005,LAS,4,2,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0
3062,2005,LAS,25,12,13,15,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,19,6.0
3063,2005,LAS,7,4,3,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,6.0
3064,2005,LAS,19,10,9,8,3.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5,14.0
3065,2005,LAS,32,18,14,24,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7,25.0
3066,2005,LAS,6,2,4,3,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0
3067,2005,LAS,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3068,2005,LAS,9,6,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0
3069,2005,LAS,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
3070,2005,LAS,4,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0
3071,2005,LAS,21,10,11,15,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1.0
3072,2005,LAS,940,429,510,568,219.0,54.0,43.0,2.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,878,62.0
3073,2004,LAS,19,10,9,14,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16,3.0
3074,2004,LAS,7,4,3,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.0
3075,2004,LAS,5,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,4.0
