,Fall,College,Total,Male,Female,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois
6641,2003,ACES,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
6642,2017,Engineering,255,214,41,38,20.0,3.0,1.0,0.0,0.0,1.0,191.0,3.0,0.0,0.0,21.0,23,232.0
6643,2017,Engineering,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,2.0
6644,2016,Engineering,68,53,15,3,2.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,2.0,4,64.0
6645,2016,Engineering,12,9,3,1,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,3,9.0
6646,2016,Engineering,238,194,44,48,21.0,4.0,7.0,0.0,0.0,4.0,154.0,4.0,0.0,0.0,26.0,35,203.0
6647,2016,Engineering,267,232,35,47,19.0,2.0,1.0,0.0,0.0,1.0,195.0,2.0,1.0,0.0,20.0,24,243.0
6648,2015,Engineering,242,204,38,46,29.0,2.0,5.0,0.0,1.0,4.0,152.0,2.0,0.0,1.0,33.0,34,208.0
6649,2015,Engineering,261,225,36,55,18.0,4.0,4.0,0.0,0.0,1.0,177.0,4.0,1.0,0.0,20.0,29,232.0
6650,2014,Engineering,267,228,39,58,36.0,3.0,8.0,0.0,1.0,3.0,154.0,3.0,1.0,1.0,39.0,45,222.0
6651,2014,Engineering,267,227,40,51,16.0,4.0,3.0,0.0,0.0,2.0,187.0,4.0,1.0,1.0,20.0,31,236.0
6652,2013,Engineering,241,204,37,61,39.0,2.0,10.0,0.0,0.0,4.0,121.0,3.0,3.0,0.0,0.0,47,194.0
6653,2013,Engineering,253,219,34,61,16.0,3.0,3.0,0.0,0.0,3.0,166.0,3.0,0.0,0.0,0.0,38,215.0
6654,2012,Engineering,217,189,28,72,26.0,3.0,8.0,0.0,0.0,4.0,103.0,4.0,3.0,0.0,0.0,46,171.0
6655,2012,Engineering,256,221,35,52,21.0,5.0,4.0,0.0,0.0,2.0,172.0,5.0,0.0,0.0,0.0,41,215.0
6656,2011,Engineering,2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
6657,2011,Engineering,205,185,20,81,23.0,2.0,9.0,0.0,0.0,5.0,83.0,3.0,2.0,0.0,0.0,51,154.0
6658,2011,Engineering,269,230,39,54,24.0,6.0,5.0,0.0,0.0,4.0,175.0,7.0,1.0,0.0,0.0,40,229.0
6659,2010,Engineering,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2.0
6660,2010,Engineering,214,191,23,99,24.0,1.0,4.0,0.0,0.0,2.0,81.0,1.0,0.0,0.0,0.0,59,155.0
6661,2010,Engineering,288,244,44,52,25.0,5.0,10.0,0.0,0.0,4.0,191.0,7.0,1.0,0.0,0.0,39,249.0
6662,2009,Engineering,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
6663,2009,Engineering,221,195,26,93,21.0,4.0,1.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,49,172.0
6664,2009,Engineering,291,250,41,63,23.0,5.0,10.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,41,250.0
6665,2008,Engineering,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0
6666,2008,Engineering,227,201,26,91,28.0,4.0,5.0,1.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,55,172.0
6667,2008,Engineering,276,242,34,68,28.0,3.0,7.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,36,240.0
6668,2007,Engineering,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,2.0
6669,2007,Engineering,251,214,37,93,43.0,4.0,6.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,62,189.0
6670,2007,Engineering,268,232,36,61,31.0,2.0,8.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,33,235.0
6671,2006,Engineering,50,42,8,5,4.0,0.0,3.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,3,47.0
6672,2006,Engineering,113,93,20,39,20.0,1.0,2.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,23,90.0
6673,1980,Engineering,1253,1125,128,1075,84.0,45.0,14.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,1177,76.0
6674,1980,Engineering,6,5,1,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0
6675,1980,Engineering,64,58,6,53,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,3.0
6676,1980,Engineering,322,309,13,244,27.0,3.0,1.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,162,160.0
6677,1981,Engineering,1177,1043,134,1012,85.0,33.0,16.0,1.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1100,77.0
6678,1981,Engineering,10,9,1,8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0
6679,1981,Engineering,48,41,7,39,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,1.0
6680,1981,Engineering,326,309,17,237,30.0,2.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,156,170.0
6681,1982,Engineering,1128,1000,128,948,100.0,44.0,14.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1063,65.0
6682,1982,Engineering,5,5,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0
6683,1982,Engineering,62,48,14,50,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,3.0
6684,1982,Engineering,317,300,17,226,39.0,3.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,159,158.0
6685,1983,Engineering,1206,1061,145,982,135.0,45.0,25.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1133,73.0
6686,1983,Engineering,7,7,0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0
6687,1983,Engineering,67,50,17,53,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,2.0
6688,1983,Engineering,377,357,20,270,46.0,4.0,1.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,184,193.0
6689,1984,Engineering,1220,1054,166,965,175.0,40.0,20.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1135,85.0
6690,1984,Engineering,12,9,3,7,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1.0
6691,1984,Engineering,68,53,15,55,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,4.0
6692,1984,Engineering,455,427,28,324,57.0,4.0,3.0,1.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,212,243.0
6693,1985,Engineering,1373,1189,184,1043,236.0,40.0,34.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1278,95.0
6694,1985,Engineering,17,14,3,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1.0
6695,1985,Engineering,76,58,18,64,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,5.0
6696,1985,Engineering,479,450,29,320,75.0,6.0,4.0,1.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,216,263.0
6697,1986,Engineering,1406,1240,166,1050,257.0,45.0,35.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1296,110.0
6698,1986,Engineering,27,22,5,20,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2.0
6699,1986,Engineering,84,71,13,67,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,9.0
6700,1986,Engineering,524,480,44,339,83.0,5.0,6.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,227,297.0
6701,1987,Engineering,1348,1171,177,955,277.0,57.0,43.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1220,128.0
6702,1987,Engineering,23,16,7,14,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,3.0
6703,1987,Engineering,104,94,10,84,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,13.0
6704,1987,Engineering,529,483,46,331,87.0,4.0,4.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,217,312.0
6705,1988,Engineering,1251,1088,163,861,272.0,60.0,45.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1123,128.0
6706,1988,Engineering,29,23,6,21,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2.0
6707,1988,Engineering,92,85,7,67,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,9.0
6708,1988,Engineering,492,449,43,292,84.0,4.0,7.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,215,277.0
6709,1989,Engineering,1050,912,138,711,227.0,56.0,40.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,937,113.0
6710,1989,Engineering,19,18,1,11,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2.0
6711,1989,Engineering,84,78,6,56,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,8.0
6712,1989,Engineering,441,398,43,244,70.0,3.0,8.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,165,276.0
6713,1990,Engineering,1045,920,125,689,247.0,51.0,42.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,924,121.0
6714,1990,Engineering,18,16,2,10,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0
6715,1990,Engineering,81,74,7,62,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,10.0
6716,1990,Engineering,432,394,38,229,64.0,5.0,6.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,150,282.0
6717,1991,Engineering,969,861,108,625,245.0,40.0,36.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,835,134.0
6718,1991,Engineering,10,8,2,6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1.0
6719,1991,Engineering,74,66,8,58,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,10.0
6720,1991,Engineering,463,418,45,256,73.0,6.0,6.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,165,298.0
6721,1992,Engineering,972,864,108,591,265.0,47.0,38.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,833,139.0
6722,1992,Engineering,5,4,1,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0
6723,1992,Engineering,80,73,7,57,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,13.0
6724,1992,Engineering,467,415,52,272,71.0,6.0,6.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,181,286.0
6725,1980,Business,6,0,6,4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0
6726,1980,Business,24,2,22,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1.0
6727,1981,Business,7,1,6,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0
6728,1981,Business,21,2,19,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1.0
6729,1982,Business,9,1,8,6,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7,2.0
6730,1982,Business,19,1,18,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0
6731,1983,Business,8,1,7,4,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6,2.0
6732,1983,Business,15,1,14,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0
6733,1984,Business,5,1,4,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,1.0
6734,1984,Business,14,2,12,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0
6735,1985,Business,4,0,4,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3.0
6736,1985,Business,10,3,7,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0
6737,1986,Business,5,0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,2.0
6738,1986,Business,23,4,19,20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0
6739,1987,Business,4,0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3.0
6740,1987,Business,26,3,23,23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0
6741,1988,Business,2,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
6742,1988,Business,29,3,26,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0
6743,1989,Business,4,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0
6744,1989,Business,26,2,24,24,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0
6745,1990,Business,2,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
6746,1990,Business,26,2,24,22,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25,1.0
6747,1991,Business,3,1,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0
6748,1991,Business,26,2,24,19,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24,2.0
6749,1992,Business,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
6750,1992,Business,39,5,34,29,1.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37,2.0
6751,1993,Business,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
6752,1993,Business,43,6,37,31,1.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42,1.0
6753,1994,Business,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
6754,1994,Business,40,4,36,34,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38,2.0
6755,1995,Business,2,0,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
6756,1995,Business,34,4,30,28,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1.0
6757,1996,Business,27,1,26,21,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1.0
6758,1997,Business,25,0,25,22,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1.0
6759,1998,Business,20,0,20,15,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0
6760,1999,Business,16,0,16,11,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0
6761,2000,Business,19,5,14,14,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0
6762,2001,Business,26,4,22,21,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0
6763,2002,Business,26,2,24,19,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0
6764,2003,Business,24,4,20,20,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.0
6765,1993,Engineering,988,880,108,597,265.0,55.0,40.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,857,131.0
6766,1993,Engineering,3,2,1,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0
6767,1993,Engineering,69,60,9,43,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,8.0
6768,1993,Engineering,449,404,45,240,69.0,6.0,9.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,169,280.0
6769,1994,Engineering,1009,888,121,598,276.0,60.0,44.0,4.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,880,129.0
6770,1994,Engineering,6,5,1,2,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,1.0
6771,1994,Engineering,71,65,6,45,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,10.0
6772,1994,Engineering,447,406,41,224,66.0,5.0,8.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,152,295.0
6773,1995,Engineering,980,847,133,576,268.0,60.0,33.0,3.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,847,133.0
6774,1995,Engineering,7,4,3,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0
6775,1995,Engineering,80,71,9,49,26.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,12.0
6776,1995,Engineering,445,404,41,214,67.0,6.0,7.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,126,319.0
6777,1996,Engineering,955,820,135,568,244.0,49.0,39.0,4.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,810,145.0
6778,1996,Engineering,3,0,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0
6779,1996,Engineering,88,73,15,57,26.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,9.0
6780,1996,Engineering,423,381,42,185,60.0,6.0,7.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,121,302.0
6781,1997,Engineering,905,780,125,523,248.0,36.0,38.0,4.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,742,163.0
6782,1997,Engineering,6,5,1,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2.0
6783,1997,Engineering,71,57,14,47,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,6.0
6784,1997,Engineering,437,400,37,181,54.0,5.0,8.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,119,318.0
6785,1998,Engineering,859,748,111,490,244.0,30.0,36.0,3.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,689,170.0
6786,1998,Engineering,9,7,2,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2.0
6787,1998,Engineering,39,35,4,26,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,3.0
6788,1998,Engineering,448,408,40,165,50.0,4.0,9.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,109,339.0
6789,1999,Engineering,816,705,111,457,243.0,31.0,39.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,660,156.0
6790,1999,Engineering,7,6,1,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.0
6791,1999,Engineering,22,20,2,13,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2.0
6792,1999,Engineering,437,394,43,159,59.0,2.0,3.0,1.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,97,340.0
6793,2000,Engineering,772,645,127,428,237.0,22.0,40.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,612,160.0
6794,2000,Engineering,6,5,1,0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3,3.0
6795,2000,Engineering,12,12,0,9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0
6796,2000,Engineering,429,384,45,139,51.0,1.0,2.0,1.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,88,341.0
6797,2001,Engineering,708,580,128,358,219.0,20.0,27.0,2.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,491,217.0
6798,2001,Engineering,5,3,2,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3,2.0
6799,2001,Engineering,12,10,2,8,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0
6800,2001,Engineering,480,424,56,151,61.0,2.0,4.0,1.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,108,372.0
6801,2002,Engineering,742,610,132,334,256.0,15.0,28.0,2.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,492,250.0
6802,2002,Engineering,3,3,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0
6803,2002,Engineering,8,6,2,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.0
6804,2002,Engineering,545,469,76,170,80.0,2.0,11.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,127,418.0
6805,2003,Engineering,836,699,137,332,282.0,17.0,25.0,2.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,484,352.0
6806,2003,Engineering,8,7,1,4,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6,2.0
6807,2003,Engineering,6,4,2,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0
6808,2003,Engineering,573,493,80,186,90.0,6.0,9.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,145,428.0
6809,2018,Engineering,913,786,127,292,257.0,15.0,51.0,0.0,2.0,28.0,261.0,17.0,3.0,5.0,285.0,432,481.0
6810,2017,Engineering,1025,879,146,322,267.0,18.0,50.0,0.0,0.0,28.0,335.0,20.0,2.0,5.0,295.0,465,560.0
6811,2016,Engineering,1151,1003,148,383,305.0,16.0,54.0,0.0,3.0,32.0,351.0,19.0,2.0,9.0,339.0,546,605.0
6812,2015,Engineering,1146,1002,144,360,287.0,18.0,51.0,1.0,3.0,28.0,385.0,22.0,6.0,7.0,312.0,509,637.0
6813,2014,Engineering,1109,973,135,342,273.0,24.0,44.0,1.0,1.0,23.0,385.0,27.0,6.0,3.0,301.0,497,612.0
6814,2013,Engineering,1170,1034,135,336,287.0,31.0,52.0,2.0,0.0,21.0,433.0,33.0,9.0,0.0,0.0,511,659.0
6815,2012,Engineering,1163,1021,142,352,294.0,28.0,41.0,1.0,1.0,15.0,425.0,29.0,5.0,0.0,0.0,521,642.0
6816,2011,Engineering,1128,995,133,344,264.0,21.0,49.0,0.0,0.0,15.0,434.0,22.0,3.0,0.0,0.0,508,620.0
6817,1998,Business,2,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
6818,1999,Business,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
6819,2000,Business,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
6820,2001,Business,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
6821,1998,Business,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
6822,1999,Business,6,2,4,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0
6823,2000,Business,5,2,3,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0
6824,2001,Business,5,3,2,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0
6825,2002,Business,6,6,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0
6826,2003,Business,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
6827,1997,Business,37,34,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0.0
6828,1998,Business,48,45,3,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0.0
6829,1999,Business,52,48,4,50,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,1.0
6830,2000,Business,56,52,4,50,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,0.0
6831,2001,Business,66,62,4,57,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,2.0
6832,2002,Business,72,67,5,64,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,1.0
6833,2003,Business,74,67,7,63,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,2.0
6834,1997,Business,12,12,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0
6835,1998,Business,19,18,1,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0
6836,1999,Business,15,15,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0
6837,2000,Business,15,15,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0
6838,2001,Business,14,14,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0
6839,2002,Business,11,11,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0
6840,2003,Business,13,13,0,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0
6841,2010,Engineering,2,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0
6842,2010,Engineering,1022,905,115,332,225.0,20.0,47.0,1.0,0.0,17.0,377.0,22.0,4.0,0.0,0.0,486,536.0
